meta_id,question_id,estimate_id,estimate,std.error,z_stat,dv,iv,n,overall_effect,question,sample,sample_size,study_id,study_journal,study_year,subfield,subset 
AskDouPal2021,AskDouPal2021; democracy; ,204,0.12563,0.05897283,2.130303056509243,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,205,0.13775,0.05887719,2.339615732340487,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,206,0.19227,0.05782611,3.324968599824543,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,207,0.19631,0.05902173,3.326063129630392,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,208,0.1601,0.06169385,2.5950722803002244,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,209,0.19631,0.05902173,3.326063129630392,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,210,0.16499,0.05958429,2.7690184778571667,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,211,0.0258,0.05931932,0.4349341833318386,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,212,0.0607,0.05933422,1.0230184200618124,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,213,0.11571,0.05852974,1.9769436870896744,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,214,0.01637,0.06018486,0.27199531576545993,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,215,0.18405,0.06143229,2.9959814293102207,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,216,0.0059,0.06019188,0.098019866,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,217,-0.08487,0.06019422,-1.409936037,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,218,0.1328,0.05933818,2.238019434,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,219,0.14628,0.0592244,2.469927935107827,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,220,0.14854,0.05941759,2.499933100618857,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,221,0.15203,0.05938577,2.560040898686672,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,222,0.19597,0.0589192,3.3260804627354075,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,223,0.02741,0.05984594,0.4580093486709374,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,224,0.06155,0.05975493,1.0300405338940235,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,225,0.04112,0.06003335,0.6849526138388079,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,226,0.06696,0.05994931,1.1169436312111016,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,227,0.1243,0.05961818,2.0849344948134947,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Gates & Hoeffler,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,228,0.10998,0.14498007,0.7585870250993809,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Hofrenning,NA,1990,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,229,0.39528,0.11858541,3.3332936994525717,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Hofrenning,NA,1990,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,230,0.11895,0.14639522,0.8125265292131806,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Hofrenning,NA,1990,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,231,0.38196,0.12031777,3.1745934120953208,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Hofrenning,NA,1990,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,232,0.09492,0.0949158,1.0000442497455642,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Hook,NA,1998,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,233,0.02004,0.02602373,0.7700663970921924,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Kang & Meernik,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,234,0.05009,0.03603909,1.3898797111691776,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Kang & Meernik,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,235,0.03105,0.0551052,0.5634676945188476,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,236,-0.22509,0.07562328,-2.97646439,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,237,-0.257,0.07500817,-3.426293429,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,238,-0.03847,0.05509097,-0.698299558,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,239,0.10948,0.07714853,1.419080830185617,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,240,0.19486,0.076127330000000007,2.559658929322754,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,241,0.19529,0.0763509,2.557795651393762,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,242,0.01156,0.07929986,0.14577579329900459,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,243,0.17682,0.07662319,2.3076564679700757,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,244,0.26063,0.07515925,3.4677035760734705,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,245,0.05942,0.03961367,1.499987251875426,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,246,0.04624,0.04137147,1.1176784387888563,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,247,0.10525,0.04118573,2.5554967703619678,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,248,0.01866,0.04012163,0.4650857903828932,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,249,0.1279,0.04111089,3.111097813742296,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,250,-0.06752,0.03959324,-1.705341619,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,251,0.01323,0.04141214,0.3194715366073813,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,252,-0.02458,0.04011649,-0.612715619,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,253,0.01028,0.04141358,0.24822775524356985,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,254,0.0371,0.0414228,0.8956420135770639,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,255,0.07434,0.04147941,1.7922144987115294,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,256,0.00382,0.04145103,0.092156938,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,257,-0.257,0.07500817,-3.426293429,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,258,-0.21769,0.07552647,-2.882300735,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,259,-0.23908,0.07513829,-3.181866396,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,260,-0.26768,0.07455853,-3.590199539,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,261,0.19486,0.076127330000000007,2.559658929322754,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,262,-0.03575,0.07733287,-0.462287252,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,263,0.19247,0.07593546,2.5346524535441017,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,264,0.20019,0.07581583,2.640477588915138,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,265,0.01857,0.03992927,0.4650723642080108,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,266,0.0847,0.04017899,2.1080669275160973,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,267,0.06092,0.04024901,1.513577601039131,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,268,-0.02446,0.0399242,-0.612660993,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,269,-0.08686,0.04017148,-2.162230518,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,270,-0.06666,0.04023419,-1.656799851,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lai,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,271,0.27907,0.11162911,2.4999751408929085,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,272,0.02324,0.11621623,0.1999720693056383,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,273,0.21567,0.11351184,1.8999780111043922,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,274,0.26516,0.12052567,2.2000292551785856,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,275,0.3408,0.11751701,2.9000057098117114,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,276,0.14834,0.12361704,1.1999963759041634,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,277,0.125,0.125,1,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,278,0.25265,0.16843038,1.5000263016683808,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,279,0.03479,0.17397225,0.19997442120798004,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,280,0.1715,0.17149859,1.0000082216419388,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,281,0.1857,0.18569534,1.000025094867755,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,282,0.20353,0.18502662,1.1000038805227053,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,283,0.06844,0.17109648,0.40000822927508506,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,284,-0.06844,0.17109648,-0.400008229,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,285,0.15254,0.16949153,0.8999859757003787,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,286,0.30104,0.17708132,1.700009916348037,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,287,0.43479,0.16722502,2.6000295888737224,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,288,-0.2175,0.18124986,-1.200000927,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lebovic,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,289,0.00246,0.06142933,0.040046017106160854,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lensink & White,NA,2001,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,290,0.00775,0.06454779,0.12006607817246727,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lensink & White,NA,2001,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,291,-0.07121,0.06138949,-1.159970542,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lensink & White,NA,2001,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,292,-0.04947,0.0159422,-3.103084894,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lundborg,NA,1998,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,293,-0.0094,0.01596103,-0.588934423,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Lundborg,NA,1998,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,294,0.44925,0.28251914,1.5901577500200517,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,McCormik & Mitchell,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,295,0.67955,0.24454206,2.778867569856899,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,McCormik & Mitchell,NA,1988,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,296,0.08316,0.02376075,3.4998895236892773,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,MacDonald & Hoddinott,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,297,0.05096,0.02381236,2.1400650754482125,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,MacDonald & Hoddinott,NA,2004,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,298,0.17603,0.02595886,6.781114424901555,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,"Meernik, Krueger & Poe",NA,1998,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,299,-0.07209,0.02630201,-2.740855167,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,"Meernik, Krueger & Poe",NA,1998,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,300,0.10897,0.05188875,2.1000698610006987,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,301,-0.08426,0.05201393,-1.619950656,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,302,-0.03287,0.05217137,-0.630039042,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,303,0.02974,0.05217648,0.569988623,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,304,-0.06681,0.06129227,-1.090023261,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,305,0.06559,0.06129724,1.0700318644036826,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,306,0.04612,0.02975607,1.5499358618258394,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,307,0.03508,0.02998303,1.1699951605958436,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,308,0.06305,0.0297417,2.119919170726623,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,309,0.05354,0.02974505,1.7999633552473437,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,310,0.08222,0.02989991,2.749841053,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,311,0.02592,0.02979099,0.8700617200032627,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,312,0.06814,0.03014966,2.260058654061108,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,313,0.10412,0.03223404,3.2301256683927924,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,314,0.06158,0.02989081,2.0601649804739317,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,315,0.03897,0.02997871,1.299922511675786,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,316,0.03015,0.03140493,0.9600403503526358,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,317,0.01426,0.03316453,0.42997744879846034,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,318,0.11675,0.03001323,3.889951198188266,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,319,-0.01361,0.03240718,-0.419968661,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,320,0.02605,0.02993748,0.8701467190959293,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,321,0.0153,0.02999799,0.5100341722895434,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,322,0.03172,0.0314034,1.0100817108975462,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,323,-0.05861,0.0331109,-1.770111957,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,324,0.03075,0.03202692,0.9601297908134782,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,325,0.0455,0.04945611,0.9200076593165132,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,326,0.06886,0.03310738,2.0798988020193687,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,327,-0.02611,0.03577061,-0.729928844,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; democracy; ,328,-0.03576,0.04308549,-0.829977795,,democracy,1323,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,329,-0.04897,0.03200363,-1.530138925,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,330,-0.02425,0.04949282,-0.48997006,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,331,-0.01958,0.03317981,-0.590117906,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,332,0.00358,0.03578258,0.10004868290659867,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
AskDouPal2021,AskDouPal2021; human_rights; ,333,0.04952,0.04306017,1.1500186831589378,,human_rights,322,yes,Does democracy and human rights record affect US aid allocation?,Briggs,NA,Neumayer,NA,2003,Political Economy,NA
